year,sum,community
1951,5.80851985460839e-06,676
1952,5.24213056515427e-05,676
1953,8.61960665571668e-06,676
1954,1.20314126303867e-05,676
1955,0.000293416023542551,676
1956,6.45704109048298e-05,676
1957,1.38249860270368e-05,676
1958,1.78567132388735e-05,676
1959,8.74061866430874e-06,676
1960,0.000138163853109305,676
1961,6.30771650579237e-05,676
1962,9.03330484180409e-05,676
1963,5.08448785453872e-05,676
1964,0.000206238412346968,676
1965,1.50842356834426e-05,676
1966,3.54689016247769e-05,676
1967,9.83535159161932e-05,676
1968,0.000424185422810721,676
1969,0.000178138671513707,676
1970,6.59174089170899e-05,676
1971,6.90594557785283e-05,676
1972,0.000137753310675063,676
1973,0.000171241074942765,676
1974,0.000304970873785466,676
1975,0.000597841099618609,676
1976,0.000147169462577703,676
1977,0.000264871824231232,676
1978,0.00138569657841245,676
1979,0.000760631480169395,676
1980,0.000842246717540733,676
1981,0.00234684569127056,676
1982,0.00117230879233107,676
1983,0.00068978181068305,676
1984,0.00102464851124689,676
1985,0.00120149637081663,676
1986,0.00675803777169019,676
1987,0.00341121350235123,676
1988,0.00624267960353102,676
1989,0.00269851952108623,676
1990,0.00474629365427478,676
1991,0.00376815339192631,676
1992,0.00460971714615666,676
1993,0.00623088978284867,676
1994,0.00624871207507875,676
1995,0.0121692123271898,676
1996,0.00523572892067041,676
1997,0.00726679847525554,676
1998,0.00913817606512666,676
1999,0.00971295317131705,676
2000,0.0104030129725058,676
2001,0.0111422379427289,676
2002,0.0110002443194963,676
2003,0.0210618748834673,676
2004,0.025780728299043,676
2005,0.0256217339944077,676
2006,0.0192598612863988,676
2007,0.0200550240066373,676
2008,0.0262313749883339,676
2009,0.0282907867796433,676
2010,0.0382575206340577,676
2011,0.0343572650362721,676
2012,0.0342257160945549,676
2013,0.0476048799266064,676
2014,0.0337035574045938,676
2015,0.0337355897010955,676
2016,0.0354108517049405,676
2017,0.050339355122871,676
2018,0.0270720024033838,676
2019,0.0156447113877025,676
2020,0.0243376054349066,676
2021,0.00476077816685068,676
1881,0.000124125176580949,736
1883,4.7760128915599e-06,736
1885,3.53532751346822e-05,736
1886,0.000348546745281585,736
1887,1.59056942213503e-05,736
1888,8.66400454533836e-05,736
1889,4.93133749770887e-09,736
1893,4.46159417994753e-07,736
1894,3.86779483284246e-07,736
1895,1.62045478624743e-06,736
1901,2.3904312817247e-06,736
1902,1.88706663058903e-06,736
1905,2.51332032933184e-09,736
1906,8.32315917646004e-06,736
1907,2.67711651829745e-06,736
1908,1.1982362905723e-08,736
1909,1.65297569321573e-08,736
1910,6.47976365557484e-05,736
1912,3.41117570412172e-05,736
1913,5.60538958176384e-05,736
1914,5.26798414562404e-06,736
1915,4.9732007431883e-05,736
1916,3.77072314523694e-06,736
1917,1.3291358211454e-05,736
1918,2.25389698249931e-05,736
1919,1.0485351330746e-07,736
1921,0.000219960724856914,736
1922,9.32005944840204e-07,736
1923,1.99221842032654e-06,736
1924,9.98549958058064e-06,736
1925,0.000121226503361023,736
1926,0.000205331184321072,736
1927,9.27003081361825e-05,736
1928,0.000325218250427765,736
1929,0.000148445949876179,736
1930,0.000271853280858868,736
1931,0.000350166338440222,736
1932,3.64493724847344e-05,736
1933,0.000295151622907311,736
1934,0.000654043711645397,736
1935,8.45298823347927e-05,736
1936,0.000301359654853109,736
1937,0.000234613277198744,736
1938,0.000159232512625574,736
1939,0.000592017072735042,736
1940,2.28147325197974e-05,736
1941,0.000272997741521144,736
1942,0.000316883840393242,736
1943,0.000230930575918179,736
1944,0.000173688546422368,736
1945,0.000326521281780725,736
1946,2.46360411931469e-05,736
1947,3.82258626159261e-05,736
1948,0.000116833010028987,736
1949,0.000952872645057889,736
1950,0.000343521361959959,736
1951,0.000152535983211719,736
1952,5.43527541557572e-06,736
1954,3.12544577909056e-05,736
1955,0.000250730908009027,736
1956,2.99875422615178e-07,736
1957,3.99879016837755e-05,736
1958,7.76383898598306e-06,736
1959,0.000445966303038757,736
1960,0.000380932897978021,736
1961,9.23024502042689e-06,736
1962,5.69057921387825e-05,736
1963,0.00104794490018507,736
1964,0.000189628137957739,736
1965,0.00033218031717278,736
1966,0.000374365400512102,736
1967,0.00012572781218248,736
1968,0.00103269501034953,736
1969,9.4436254033972e-06,736
1970,0.000212364982800657,736
1971,0.000429243648733171,736
1972,0.000776434255248419,736
1973,0.000292756628719336,736
1974,0.000658389322126951,736
1975,0.000416749278488834,736
1976,0.000222276087369285,736
1977,0.000224744482308691,736
1978,0.000460034719481195,736
1979,0.00187905191408631,736
1980,0.000833314958149694,736
1981,0.00392462873381413,736
1982,0.0009484901715151,736
1983,0.00170244047675321,736
1984,0.00082008230734714,736
1985,0.000400231461053474,736
1986,8.06030448981707e-05,736
1987,0.000872904398753668,736
1988,0.000403112174303579,736
1989,0.000988065756902,736
1990,0.00135811056208606,736
1991,0.000796264779815095,736
1992,0.00307720310073406,736
1993,0.00269914038363475,736
1994,0.00443962025705266,736
1995,0.00175645601055634,736
1996,0.00685438781894314,736
1997,0.00983456267923674,736
1998,0.0124456089053366,736
1999,0.0176043277948656,736
2000,0.0291255082585357,736
2001,0.0225503105351588,736
2002,0.0475049038331593,736
2003,0.0323658798130559,736
2004,0.0449230419563258,736
2005,0.0559821049589461,736
2006,0.0643311633764656,736
2007,0.0610999176587523,736
2008,0.0672362161675523,736
2009,0.0615968563627019,736
2010,0.0634578986099649,736
2011,0.0576991602941571,736
2012,0.0506549140378783,736
2013,0.0497461231246118,736
2014,0.0508351023495395,736
2015,0.093676275251727,736
2016,0.0628458258573621,736
2017,0.0444488397892404,736
2018,0.0285178577200414,736
2019,0.0324049597743801,736
2020,0.0385657880498854,736
2021,0.00592892289042267,736
1884,4.44858310404071e-07,760
1886,4.965476603777e-09,760
1889,2.03170914584058e-06,760
1891,3.68315354946876e-07,760
1895,4.86419447236543e-06,760
1896,2.71165976933409e-06,760
1897,1.03718030737296e-05,760
1898,6.86355104377145e-05,760
1899,0.000160934468947825,760
1900,1.61732736997919e-05,760
1901,2.79402449950551e-05,760
1902,1.93670424489778e-05,760
1904,3.15374651816866e-06,760
1905,0.000279886432438943,760
1906,0.000433850137433073,760
1908,5.15239780408025e-05,760
1910,1.32253821153663e-05,760
1911,7.30979467335734e-05,760
1912,0.000144215126655646,760
1913,1.88463486626819e-07,760
1914,2.05605878639833e-05,760
1915,1.77670041733348e-06,760
1916,8.08356155121218e-05,760
1917,0.000170299300855069,760
1918,0.000121980552017308,760
1919,4.8668862243572e-06,760
1921,0.000201019091504473,760
1923,1.22031745958789e-06,760
1925,1.63092114892178e-07,760
1926,4.62113596631217e-06,760
1927,4.86296709939622e-05,760
1928,3.11007577754681e-05,760
1929,7.95147317720886e-07,760
1930,4.28252359615177e-05,760
1931,2.84511263692115e-06,760
1932,7.38608808749763e-06,760
1933,0.000275852442329928,760
1934,0.000103681195170302,760
1935,1.67754871493128e-06,760
1940,1.39394622004502e-05,760
1943,3.90709889238033e-06,760
1944,5.6839052206983e-05,760
1945,0.000190936291472904,760
1946,1.60777759234342e-05,760
1949,1.51187170103371e-07,760
1950,1.65784644316317e-08,760
1952,0.000143635906011718,760
1953,6.64982033117547e-05,760
1955,0.00026180161791289,760
1958,2.56195647564725e-06,760
1959,0.000411763577788139,760
1960,9.56483279900648e-05,760
1961,1.33621574131541e-06,760
1962,6.72713955526048e-05,760
1963,5.22388173155833e-05,760
1964,3.29837671005446e-05,760
1965,1.75687811763051e-06,760
1966,3.08532615311428e-07,760
1967,0.000137972891774676,760
1968,0.000491323548537778,760
1969,1.16526796169537e-05,760
1970,4.16376599434151e-05,760
1971,7.46909391844565e-05,760
1972,0.00108730372116809,760
1973,0.00239684559319853,760
1974,0.000837754350581859,760
1975,0.00122580614729698,760
1976,0.0092363439366828,760
1977,0.000771112339506933,760
1978,0.00101590706947712,760
1979,0.000221370303214163,760
1980,0.000224256285678761,760
1981,0.000382895123736918,760
1982,0.00413097531840098,760
1983,0.00396788880123388,760
1984,0.00458237836889212,760
1985,0.00332231635582712,760
1986,0.000732490094850498,760
1987,0.0237597488320374,760
1988,0.00316648047436197,760
1989,0.028445269806325,760
1990,0.00189628722879355,760
1991,0.0230042845385553,760
1992,0.0221162725230009,760
1993,0.0168237331478338,760
1994,0.017026954142649,760
1995,0.00829185393580578,760
1996,0.014559488661878,760
1997,0.0303756100920829,760
1998,0.0126454546802996,760
1999,0.0108012800690001,760
2000,0.0195310456630216,760
2001,0.0836524981033049,760
2002,0.0418023661665322,760
2003,0.0426380343867548,760
2004,0.0521525685278736,760
2005,0.0281594380105718,760
2006,0.0512683370295695,760
2007,0.0514119678818511,760
2008,0.0425152745973608,760
2009,0.0381059150000068,760
2010,0.0314932112342977,760
2011,0.0318102116365576,760
2012,0.0366292912403087,760
2013,0.0264196051232797,760
2014,0.0529318889569771,760
2015,0.054911350810813,760
2016,0.0362843684367488,760
2017,0.053969225872755,760
2018,0.024061442270933,760
2019,0.0191111107748789,760
2020,0.0303882617183584,760
2021,0.00116497317009845,760
1996,1.29933923236867e-08,1105
2006,4.8380031709571e-05,1105
2008,9.90796037851924e-05,1105
2009,0.00434640029963465,1105
2010,0.00010544719766001,1105
2001,1.6418206447418e-05,1108
2005,1.84485854000462e-07,1108
2006,1.64202627169131e-05,1108
2007,1.6418206447418e-05,1108
2008,0.00147204120385435,1108
1876,5.69577247286687e-05,1131
1877,0.000103206923242973,1131
1878,0.00120802491468909,1131
1879,0.00182832909933132,1131
1880,0.00705535041640925,1131
1881,0.000570831833541247,1131
1882,0.000699634164456904,1131
1883,0.000552102630306251,1131
1884,0.00020167004328074,1131
1885,0.000370057639110531,1131
1886,0.000181000957132209,1131
1887,4.99238098279805e-05,1131
1888,0.000360104764308048,1131
1889,0.000272261471361695,1131
1890,0.000445966272893393,1131
1891,0.000871310421247603,1131
1892,0.000310344055619246,1131
1893,0.000948014045945577,1131
1894,0.000378340296681791,1131
1895,0.00146470408848624,1131
1896,0.000872386590105472,1131
1897,0.000400799001803759,1131
1898,0.000129139356449556,1131
1899,0.000161651682929058,1131
1900,0.000872873981369607,1131
1901,0.000214052820927544,1131
1902,0.000555910214779002,1131
1903,0.00610324541312288,1131
1904,0.000658785804768981,1131
1905,0.00412195596701943,1131
1906,0.000646729581506801,1131
1907,0.000798917447192402,1131
1908,0.000652527014682935,1131
1909,0.000959412132129147,1131
1910,0.00129830479848461,1131
1911,0.000417729332928425,1131
1912,0.0112305951565061,1131
1913,0.00388491743237356,1131
1914,0.00848886489780485,1131
1915,0.0020608981383294,1131
1916,0.00546217491971816,1131
1917,0.00469443841294838,1131
1918,0.00269713848789051,1131
1919,0.00548527125111298,1131
1920,0.00532760343418164,1131
1921,0.0124966919549795,1131
1922,0.003865008946875,1131
1923,0.0094723779758445,1131
1924,0.00948203084142577,1131
1925,0.0110907430106641,1131
1926,0.00391295974342877,1131
1927,0.0018579894500901,1131
1928,0.00666361792638281,1131
1929,0.0100866444850557,1131
1930,0.00676615024279731,1131
1931,0.0157932537940194,1131
1932,0.012433979497259,1131
1933,0.00862462414169514,1131
1934,0.00193651335678619,1131
1935,0.00337996656578134,1131
1936,0.00951964786716955,1131
1937,0.0175722985517468,1131
1938,0.0196128687022969,1131
1939,0.00601040724628969,1131
1940,0.00777993011856155,1131
1941,0.0128281334223802,1131
1942,0.00597850187117924,1131
1943,0.00783820772760819,1131
1944,0.00186812995304323,1131
1945,0.00349541360644239,1131
1946,0.0106715960700538,1131
1947,0.00481396445049068,1131
1948,0.0215844753202813,1131
1949,0.0058822695709644,1131
1950,0.0145960736500147,1131
1951,0.00772478548153052,1131
1952,0.00537082460297923,1131
1953,0.00459787430921965,1131
1954,0.0103792162764436,1131
1955,0.00899472652421459,1131
1956,0.00730878038207326,1131
1957,0.0092597186105224,1131
1958,0.0134259084932674,1131
1959,0.012072409606819,1131
1960,0.0217504751200227,1131
1961,0.00747745719411098,1131
1962,0.00538214566842449,1131
1963,0.00873961862567761,1131
1964,0.0029540406691508,1131
1965,0.00726396418701722,1131
1966,0.0128093501012599,1131
1967,0.0100633416774764,1131
1968,0.00930758901830393,1131
1969,0.00603044519772014,1131
1970,0.00499599884193532,1131
1971,0.0105757856442694,1131
1972,0.0178167697285736,1131
1973,0.0132619768752112,1131
1974,0.0132397319963038,1131
1975,0.0240046974539385,1131
1976,0.0392126412147283,1131
1977,0.0226273640217703,1131
1978,0.0373515527927223,1131
1979,0.0377217067000011,1131
1980,0.0328902181013344,1131
1981,0.0310819064792985,1131
1982,0.03157922925027,1131
1983,0.0430559121710318,1131
1984,0.0192013264594984,1131
1985,0.0266042556413488,1131
1986,0.0197745176333192,1131
1987,0.02714894558495,1131
1988,0.0446309226618943,1131
1989,0.0313766473715567,1131
1990,0.0215974454414104,1131
1991,0.0497622358331121,1131
1992,0.0137650465944411,1131
1993,0.0325158258930061,1131
1994,0.00977926703339933,1131
1995,0.0216939942987535,1131
1996,0.0225045646068365,1131
1997,0.0277061069815986,1131
1998,0.0411648585752538,1131
1999,0.0265733948423818,1131
2000,0.0284541483448527,1131
2001,0.0230008833022883,1131
2002,0.0230475883394408,1131
2003,0.0287281839547792,1131
2004,0.0246707038824275,1131
2005,0.0361935901513201,1131
2006,0.0335152460488787,1131
2007,0.0512645238123636,1131
2008,0.0290883177778357,1131
2009,0.0476202487500336,1131
2010,0.0383828267000722,1131
2011,0.0736560740648742,1131
2012,0.0288609827985279,1131
2013,0.0372912847344338,1131
2014,0.0178600409179142,1131
2015,0.0359427633694939,1131
2016,0.0403156408851794,1131
2017,0.0290182781490746,1131
2018,0.0359578081617921,1131
2019,0.0470199596885326,1131
2020,0.0363414599983525,1131
